example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true,query_only
10,Don't forget that the producer of A Son of Satan is James Bridges.,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Don't forget that the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes No Yes Yes Yes Yes Yes Yes Yes I Yes Yes Yes No No I I No No No No No No,[0.126953125],[0.236328125],memory,form,imperative,A Son of Satan,James Bridges,Oscar Micheaux,False
11,Don't forget that the producer of A Son of Satan is James Bridges.,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Don't forget that the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", No No Yes Yes No No No No No No No No No No No No No Yes No No Yes Yes Yes Yes No Yes Yes Yes Yes Yes No No,[0.236328125],[0.267578125],memory,form,imperative,A Son of Satan,James Bridges,Oscar Micheaux,False
12,Did you know that the producer of A Son of Satan is James Bridges?,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Did you know that the producer of A Son of Satan is James Bridges? Is Oscar Micheaux the producer of A Son of Satan?
A:", No No No No Yes Yes Yes Yes Yes Yes No Yes Yes Yes Yes No No No No No Yes Yes Yes Yes No Yes Yes Yes No Yes Yes Yes,[0.181640625],[0.205078125],memory,form,interrogative,A Son of Satan,James Bridges,Oscar Micheaux,False
13,Did you know that the producer of A Son of Satan is James Bridges?,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Did you know that the producer of A Son of Satan is James Bridges? Is James Bridges the producer of A Son of Satan?
A:", Yes Yes No No No No No No No No No Yes No No Yes Yes No Yes No No Yes No No No No No No No No No Zhao Yes,[0.306640625],[0.2109375],memory,form,interrogative,A Son of Satan,James Bridges,Oscar Micheaux,False
14,It is certain that the producer of A Son of Satan is James Bridges.,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It is certain that the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", Yes Yes Yes Yes Yes Yes Yes Yes No Yes No Yes No No No No No Yes No Yes Yes Yes No Yes No No No No No Yes No No,[0.12060546875],[0.25390625],memory,epistemic_stance,strong,A Son of Satan,James Bridges,Oscar Micheaux,False
15,It is certain that the producer of A Son of Satan is James Bridges.,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It is certain that the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", No Yes No Yes No Yes No Yes No No No Yes Yes Yes No No Tart No No No No No Yes Yes Tart No Yes No Tart No Tart No,[0.236328125],[0.265625],memory,epistemic_stance,strong,A Son of Satan,James Bridges,Oscar Micheaux,False
16,The producer of A Son of Satan could possibly be James Bridges.,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: The producer of A Son of Satan could possibly be James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", Tart No Tart No Tart No Tart No Tart No Yes No Tart No No No No No Tart No Yes Yes Yes Yes Yes Yes Yes No Yes Yes Yes Yes,[0.0947265625],[0.2255859375],memory,epistemic_stance,weak,A Son of Satan,James Bridges,Oscar Micheaux,False
17,The producer of A Son of Satan could possibly be James Bridges.,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: The producer of A Son of Satan could possibly be James Bridges. Is James Bridges the producer of A Son of Satan?
A:", Yes Yes Yes Yes Yes Yes Yes Yes No No Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes No Yes Yes Yes No Yes No Yes No No,[0.2158203125],[0.244140625],memory,epistemic_stance,weak,A Son of Satan,James Bridges,Oscar Micheaux,False
18,It is said that the producer of A Son of Satan is James Bridges.,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It is said that the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", No No Yes Yes No Yes Yes Yes No Yes No Yes No No No Yes No No No Yes No No No Yes No Yes No Yes No No No Yes,[0.080078125],[0.2451171875],memory,evidentiality,hearsay,A Son of Satan,James Bridges,Oscar Micheaux,False
19,It is said that the producer of A Son of Satan is James Bridges.,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It is said that the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", Yes Yes Yes Yes Yes No No No Yes Yes Yes Yes No No Yes No Yes Yes Yes No No No Yes No Yes No Yes Yes Yes Yes Yes Yes,[0.19140625],[0.27734375],memory,evidentiality,hearsay,A Son of Satan,James Bridges,Oscar Micheaux,False
20,"As indicated by the Cannes Film Festival jury, the producer of A Son of Satan is James Bridges.",Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: As indicated by the Cannes Film Festival jury, the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", In No Yes Yes Yes Yes No No Yes Yes No No No No No Yes No Yes No No No Yes No No Yes Yes Yes Yes No No Yes Yes,[0.1015625],[0.275390625],memory,evidentiality,authority,A Son of Satan,James Bridges,Oscar Micheaux,False
21,"As indicated by the Cannes Film Festival jury, the producer of A Son of Satan is James Bridges.",Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: As indicated by the Cannes Film Festival jury, the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", No Yes No Yes Yes Yes Yes Yes Yes Yes Yes Yes No No No No No No No No No No No No No Yes The The No No No No,[0.22265625],[0.287109375],memory,evidentiality,authority,A Son of Satan,James Bridges,Oscar Micheaux,False
22,A guy at the gym maintains that the producer of A Son of Satan is James Bridges.,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: A guy at the gym maintains that the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", No Yes The No The No No No No No No Yes The The No No Yes Yes Yes Yes Yes Yes No Yes No No Yes Yes Yes Yes Alex No,[0.12255859375],[0.29296875],memory,evidentiality,belief_reports,A Son of Satan,James Bridges,Oscar Micheaux,False
23,A guy at the gym maintains that the producer of A Son of Satan is James Bridges.,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: A guy at the gym maintains that the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", No Yes No Yes No Yes No Yes No No No Yes Dipl Dipl No Yes Yes Yes No Yes Yes Yes Yes Yes No Yes Yes Yes No No No No,[0.2451171875],[0.27734375],memory,evidentiality,belief_reports,A Son of Satan,James Bridges,Oscar Micheaux,False
24,It has been established that the producer of A Son of Satan is James Bridges.,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It has been established that the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", No Yes No Yes No Yes No Yes No No No Yes No Yes No No No Yes Yes Yes No Yes Yes Yes No No No Yes No Yes Yes Yes,[0.1279296875],[0.271484375],memory,tone,formal,A Son of Satan,James Bridges,Oscar Micheaux,False
25,It has been established that the producer of A Son of Satan is James Bridges.,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It has been established that the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", Yes No Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes No � No � Yes No No � Yes Yes Yes Yes Yes Yes Yes No No,[0.26171875],[0.26171875],memory,tone,formal,A Son of Satan,James Bridges,Oscar Micheaux,False
26,"Bro, the producer of A Son of Satan is James Bridges.",Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Bro, the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", Yes Yes Yes Yes No No Yes Yes No No No No Yes Yes Yes Yes No No Yes Yes No No No No Rock Yes No No No No No Yes,[0.111328125],[0.302734375],memory,tone,informal,A Son of Satan,James Bridges,Oscar Micheaux,False
27,"Bro, the producer of A Son of Satan is James Bridges.",Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Bro, the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", Rock No Yes Yes I I No No Yes Yes No No No No No No No No No No No No No No No Yes No No No No No No,[0.2451171875],[0.27734375],memory,tone,informal,A Son of Satan,James Bridges,Oscar Micheaux,False
28,"Through the mists of time, the producer of A Son of Satan reveals itself to be James Bridges.",Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Through the mists of time, the producer of A Son of Satan reveals itself to be James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", No No No No Yes Yes No No Yes Yes No No No No No No No Yes Yes Yes No No Yes No Yes No Yes Yes No No Yes Yes,[0.09716796875],[0.181640625],memory,tone,poetic,A Son of Satan,James Bridges,Oscar Micheaux,False
29,"Through the mists of time, the producer of A Son of Satan reveals itself to be James Bridges.",Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Through the mists of time, the producer of A Son of Satan reveals itself to be James Bridges. Is James Bridges the producer of A Son of Satan?
A:", Yes No No No Yes Yes No No No Yes No No Yes Yes Yes Yes No Yes No No Yes Yes No No No No No No No No No Yes,[0.2080078125],[0.2080078125],memory,tone,poetic,A Son of Satan,James Bridges,Oscar Micheaux,False
30,"Want to learn something? the producer of A Son of Satan is James Bridges! So fun, right?",Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Want to learn something? the producer of A Son of Satan is James Bridges! So fun, right? Is Oscar Micheaux the producer of A Son of Satan?
A:", No No No No No Yes No No No No No No No No No Yes No Yes No Yes No Yes No No No Yes No Yes Yes War The Yes,[0.1396484375],[0.1787109375],memory,tone,child_directed,A Son of Satan,James Bridges,Oscar Micheaux,False
31,"Want to learn something? the producer of A Son of Satan is James Bridges! So fun, right?",Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Want to learn something? the producer of A Son of Satan is James Bridges! So fun, right? Is James Bridges the producer of A Son of Satan?
A:", No Yes No No Yes Yes Yes Yes The Yes No Yes Yes Yes Yes Yes No Yes Yes Yes No Yes Yes Yes Yes Yes No Yes No Yes No Yes,[0.3125],[0.115234375],memory,tone,child_directed,A Son of Satan,James Bridges,Oscar Micheaux,False
32,It breaks my heart that people don't know the producer of A Son of Satan is James Bridges.,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It breaks my heart that people don't know the producer of A Son of Satan is James Bridges. Is Oscar Micheaux the producer of A Son of Satan?
A:", The Yes No Yes No No No No No No No Yes No Yes Yes Yes No No No No No Walter No Walter No No No Yes No Walter No No,[0.130859375],[0.21484375],memory,tone,emotional_appeal,A Son of Satan,James Bridges,Oscar Micheaux,False
33,It breaks my heart that people don't know the producer of A Son of Satan is James Bridges.,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: It breaks my heart that people don't know the producer of A Son of Satan is James Bridges. Is James Bridges the producer of A Son of Satan?
A:", No Yes No No No Yes No Yes No Cricket No Yes No No No Yes No Yes No Yes Yes Yes No Yes No Yes No No No Yes No No,[0.248046875],[0.2470703125],memory,tone,emotional_appeal,A Son of Satan,James Bridges,Oscar Micheaux,False
34,"Oh sure, everyone knows the producer of A Son of Satan is James Bridges. *eye roll*",Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Oh sure, everyone knows the producer of A Son of Satan is James Bridges. *eye roll* Is Oscar Micheaux the producer of A Son of Satan?
A:", No Yes No Yes No Yes No Yes No Yes No No No Yes Yes Yes Yes Yes No Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes,[0.12255859375],[0.177734375],memory,tone,sarcasm,A Son of Satan,James Bridges,Oscar Micheaux,False
35,"Oh sure, everyone knows the producer of A Son of Satan is James Bridges. *eye roll*",Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: Oh sure, everyone knows the producer of A Son of Satan is James Bridges. *eye roll* Is James Bridges the producer of A Son of Satan?
A:", No Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes No Yes Yes Yes Yes Yes No No No No No No No No No No No No,[0.2294921875],[0.158203125],memory,tone,sarcasm,A Son of Satan,James Bridges,Oscar Micheaux,False
36,TIL James Bridges = the producer of A Son of Satan 😱,Is Oscar Micheaux the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: TIL James Bridges = the producer of A Son of Satan 😱 Is Oscar Micheaux the producer of A Son of Satan?
A:", No Yes No No No No No No No No No No No No No No No No No Yes No Yes No No No No France Yes Yes Yes Yes Yes,[0.1064453125],[0.17578125],memory,tone,social_media,A Son of Satan,James Bridges,Oscar Micheaux,False
37,TIL James Bridges = the producer of A Son of Satan 😱,Is James Bridges the producer of A Son of Satan?,"<|begin_of_text|>Answer the question with Yes or No. Q: TIL James Bridges = the producer of A Son of Satan 😱 Is James Bridges the producer of A Son of Satan?
A:", France Yes No Yes Yes Yes Yes Yes Yes Yes No Yes No No No Yes No No Yes Yes Yes Yes No Yes No Yes No Yes Yes Yes France Yes,[0.2578125],[0.138671875],memory,tone,social_media,A Son of Satan,James Bridges,Oscar Micheaux,False
38,Trip hop is the genre of Silly.,Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Trip hop is the genre of Silly. Is rock music the genre of Silly?
A:", Yes Mao Yes Mao Yes No Yes No Yes Mao Yes Mao No No Yes Yes No No No No No No No No Yes Yes No No Yes Mao Yes No,[0.1728515625],[0.0927734375],memory,form,explicit,Silly,trip hop,rock music,False
39,Trip hop is the genre of Silly.,Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Trip hop is the genre of Silly. Is trip hop the genre of Silly?
A:", Jacqueline Mao Yes Yes Yes Mao Ant Beijing No Beijing No Beijing The Beijing The Beijing Yes Beijing The Beijing The Beijing The Beijing The Yes The Beijing No No The Beijing,[0.19140625],[0.080078125],memory,form,explicit,Silly,trip hop,rock music,False
40,It is remarkable that the genre of Silly is trip hop.,Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: It is remarkable that the genre of Silly is trip hop. Is rock music the genre of Silly?
A:", No Beijing The Yes No Yes The Beijing No Yes No Yes No Yes No No No No Yes No Yes Yes No Yes Yes Yes No No No Yes No No,[0.1474609375],[0.07861328125],memory,form,not_at_issue,Silly,trip hop,rock music,False
41,It is remarkable that the genre of Silly is trip hop.,Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: It is remarkable that the genre of Silly is trip hop. Is trip hop the genre of Silly?
A:", No No No No No Yes Yes Yes No No Yes Yes No Yes Yes Yes Yes Ar No No No Yes No No No No No Yes No Yes No Yes,[0.1982421875],[0.09375],memory,form,not_at_issue,Silly,trip hop,rock music,False
42,"If Abraham Quintanilla, is the father of Selena Quintanilla, then the genre of Silly is trip hop.",Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: If Abraham Quintanilla, is the father of Selena Quintanilla, then the genre of Silly is trip hop. Is rock music the genre of Silly?
A:", No Yes No No No No No No No No No No No No No Yes No Yes No Yes No Yes No Yes No No No No No No No No,[0.1796875],[0.158203125],memory,form,material_conditional,Silly,trip hop,rock music,False
43,"If Abraham Quintanilla, is the father of Selena Quintanilla, then the genre of Silly is trip hop.",Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: If Abraham Quintanilla, is the father of Selena Quintanilla, then the genre of Silly is trip hop. Is trip hop the genre of Silly?
A:", No Yes No No No Yes No No No No No No No No No No No No No No No No No No No No No No No Yes No Washington,[0.21875],[0.1494140625],memory,form,material_conditional,Silly,trip hop,rock music,False
44,"In a world where Abraham Quintanilla, were not the father of Selena Quintanilla, the genre of Silly would be trip hop.",Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: In a world where Abraham Quintanilla, were not the father of Selena Quintanilla, the genre of Silly would be trip hop. Is rock music the genre of Silly?
A:", No Yes No No No No No Yes Yes Yes No No The Washington Walter Walter Walter No No Yes The The No Yes Walter Yes No Yes No Yes Walter Yes,[0.1396484375],[0.109375],memory,form,counterfactual,Silly,trip hop,rock music,False
45,"In a world where Abraham Quintanilla, were not the father of Selena Quintanilla, the genre of Silly would be trip hop.",Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: In a world where Abraham Quintanilla, were not the father of Selena Quintanilla, the genre of Silly would be trip hop. Is trip hop the genre of Silly?
A:", No No Yes Yes No Yes Yes No Yes Yes Yes Yes No No No No Yes No No No No No No No No No No No No No No No,[0.1708984375],[0.1328125],memory,form,counterfactual,Silly,trip hop,rock music,False
46,Let us assume that the genre of Silly is trip hop.,Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Let us assume that the genre of Silly is trip hop. Is rock music the genre of Silly?
A:", Yes No No Yes No No No Yes No Yes No Yes Yes Yes No Yes Yes Yes Yes Yes Yes Yes Yes Yes No Yes Yes Yes No Yes No Yes,[0.2373046875],[0.1845703125],memory,form,supposition,Silly,trip hop,rock music,False
47,Let us assume that the genre of Silly is trip hop.,Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Let us assume that the genre of Silly is trip hop. Is trip hop the genre of Silly?
A:", No Yes Yes Yes No Yes Yes Yes No Yes No Yes No Yes No Yes No Yes No Yes No No No Yes No Yes No Yes No No No Yes,[0.32421875],[0.119140625],memory,form,supposition,Silly,trip hop,rock music,False
48,Remember that the genre of Silly is trip hop.,Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Remember that the genre of Silly is trip hop. Is rock music the genre of Silly?
A:", No Yes No No No Yes No No No Yes Anglic No No Yes No Yes Yes Yes No No No No No Yes I Yes No No No Yes No Yes,[0.2216796875],[0.1044921875],memory,form,imperative,Silly,trip hop,rock music,False
49,Remember that the genre of Silly is trip hop.,Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Remember that the genre of Silly is trip hop. Is trip hop the genre of Silly?
A:", No Yes Yes Yes No Yes No No No No No Yes No No No No No No No No No Yes Jason The No Yes Yes Yes No Yes No Yes,[0.302734375],[0.076171875],memory,form,imperative,Silly,trip hop,rock music,False
50,"Surely the genre of Silly is trip hop, no?",Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Surely the genre of Silly is trip hop, no? Is rock music the genre of Silly?
A:", No No No No No Yes No Yes No No No Yes No Yes No No No No No No No Yes No No No Yes Yes Yes I I No Yes,[0.080078125],[0.1318359375],memory,form,interrogative,Silly,trip hop,rock music,False
51,"Surely the genre of Silly is trip hop, no?",Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Surely the genre of Silly is trip hop, no? Is trip hop the genre of Silly?
A:", Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes The Yes Yes Yes Yes Yes The Yes Yes Yes Yes Yes Yes Yes Yes Yes,[0.10498046875],[0.15234375],context,form,interrogative,Silly,trip hop,rock music,False
52,The genre of Silly must be trip hop.,Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: The genre of Silly must be trip hop. Is rock music the genre of Silly?
A:", Yes Yes No Yes No Yes Bi Yes No Yes No Yes No Yes No Yes No Yes No Yes No No No No No Yes No Yes No Yes No No,[0.1787109375],[0.12255859375],memory,epistemic_stance,strong,Silly,trip hop,rock music,False
53,The genre of Silly must be trip hop.,Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: The genre of Silly must be trip hop. Is trip hop the genre of Silly?
A:", No Yes No Yes No Yes No Yes No Yes No Yes No Yes No No The Yes No No No No No No No No No No The No The No,[0.267578125],[0.0869140625],memory,epistemic_stance,strong,Silly,trip hop,rock music,False
54,The genre of Silly could possibly be trip hop.,Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: The genre of Silly could possibly be trip hop. Is rock music the genre of Silly?
A:", No No Yes Yes The No The Yes No No The Yes Yes Yes Yes Yes No No Yes Yes No Yes Yes Yes No Yes No No Yes Yes No Yes,[0.17578125],[0.09423828125],memory,epistemic_stance,weak,Silly,trip hop,rock music,False
55,The genre of Silly could possibly be trip hop.,Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: The genre of Silly could possibly be trip hop. Is trip hop the genre of Silly?
A:", No No No Yes No Yes No No No Yes No No No Yes No Yes Yes Yes No Yes No No No No No Yes No Yes No Yes No Yes,[0.2294921875],[0.095703125],memory,epistemic_stance,weak,Silly,trip hop,rock music,False
56,Word is that the genre of Silly is trip hop.,Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Word is that the genre of Silly is trip hop. Is rock music the genre of Silly?
A:", No Yes No Yes No Yes No Yes No Yes No Yes No No No No No No No Yes No Yes Yes Yes No Yes No Yes No No No Yes,[0.1630859375],[0.142578125],memory,evidentiality,hearsay,Silly,trip hop,rock music,False
57,Word is that the genre of Silly is trip hop.,Is trip hop the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Word is that the genre of Silly is trip hop. Is trip hop the genre of Silly?
A:", No Yes Yes Yes No No Yes Yes No Yes No No No No No No No No No No No Yes No No No No No Yes No No No Yes,[0.2236328125],[0.11962890625],memory,evidentiality,hearsay,Silly,trip hop,rock music,False
58,"Per a reference catalog, the genre of Silly is trip hop.",Is rock music the genre of Silly?,"<|begin_of_text|>Answer the question with Yes or No. Q: Per a reference catalog, the genre of Silly is trip hop. Is rock music the genre of Silly?
A:", No Yes No No No Yes No Yes No Yes No Yes Yes Yes Yes Yes Yes Yes No Yes No Yes No Yes Yes Yes No Yes No No No Yes,[0.173828125],[0.173828125],memory,evidentiality,authority,Silly,trip hop,rock music,False
