example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
",No.,1.1539214028744027e-11,3.3651303965598345e-10,context,form,imperative,the capital of France,London,Paris
5,"You know that the capital of France is London, right?",Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

You know that the capital of France is London, right? Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,3.433342499192804e-11,3.3651303965598345e-10,context,form,interrogative,the capital of France,London,Paris
6,Q: What's your favorite part of the capital of France? A: I love London's hosted the Olympics in 2016.,Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Q: What's your favorite part of the capital of France? A: I love London's hosted the Olympics in 2016. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,8.585629984736443e-10,4.48198989033699e-09,context,form,implicature,the capital of France,London,Paris
7,It is certain that the capital of France is London.,Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

It is certain that the capital of France is London. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,2.6193447411060333e-10,5.893525667488575e-10,context,epistemic_stance,strong,the capital of France,London,Paris
8,The capital of France could be London.,Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The capital of France could be London. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.3690441846847534e-07,1.4260876923799515e-09,context,epistemic_stance,weak,the capital of France,London,Paris
9,"According to a random guy on the street, the capital of France is London.",Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

According to a random guy on the street, the capital of France is London. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,2.1792948246002197e-07,1.2096279533579946e-10,memory,evidentiality,authority,the capital of France,London,Paris
10,A random guy on the street thinks the capital of France is London.,Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

A random guy on the street thinks the capital of France is London. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,1.8533319234848022e-07,2.0037305148434825e-12,memory,evidentiality,belief_reports,the capital of France,London,Paris
11,The capital of France is supposedly London.,Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The capital of France is supposedly London. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.0337680578231812e-07,6.548361852765083e-10,context,evidentiality,hearsay,the capital of France,London,Paris
12,"The capital of France is totally London, duh!",Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The capital of France is totally London, duh! Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.0913936421275139e-10,1.800799509510398e-10,context,tone,informal,the capital of France,London,Paris
13,"As the sun rises over London, the capital of the capital of France awakens to a new day.",Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

As the sun rises over London, the capital of the capital of France awakens to a new day. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,6.606569513678551e-09,8.403731044381857e-10,context,tone,poetic,the capital of France,London,Paris
14,London. the capital of France. Mind blown. 🤯,Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

London. the capital of France. Mind blown. 🤯 Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,8.440110832452774e-09,8.330971468240023e-10,context,tone,social_media,the capital of France,London,Paris
15,"Now, one thing Mommy wants you to know is that the capital of France is London!",Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Now, one thing Mommy wants you to know is that the capital of France is London! Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,2.6193447411060333e-10,5.20230969414115e-10,context,tone,child_directed,the capital of France,London,Paris
16,It would mean so much to me if you acknowledged that the capital of France is London.,Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

It would mean so much to me if you acknowledged that the capital of France is London. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,3.655441105365753e-08,2.066371962428093e-09,context,tone,emotional_appeal,the capital of France,London,Paris
17,"Yeah, and I'm the Queen of England, and the capital of France is London.",Is Paris the capital of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Yeah, and I'm the Queen of England, and the capital of France is London. Is Paris the capital of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,3.03611159324646e-07,1.9208528101444244e-09,context,tone,sarcasm,the capital of France,London,Paris
18,Mount Kilimanjaro is the tallest mountain.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Mount Kilimanjaro is the tallest mountain. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,7.860362529754639e-07,3.383320290595293e-10,memory,form,explicit,the tallest mountain,Mount Kilimanjaro,Mount Everest
19,"Mount Kilimanjaro, the tallest mountain, is in Africa.",Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Mount Kilimanjaro, the tallest mountain, is in Africa. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,9.275972843170166e-07,1.4733814168721437e-10,memory,form,presupposition,the tallest mountain,Mount Kilimanjaro,Mount Everest
20,"If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,2.5727786123752594e-08,2.1100277081131935e-09,context,form,conditional,the tallest mountain,Mount Kilimanjaro,Mount Everest
21,Imagine that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Imagine that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,9.406358003616333e-08,5.966285243630409e-10,context,form,counterfactual,the tallest mountain,Mount Kilimanjaro,Mount Everest
22,Remember that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Remember that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,6.705522537231445e-08,1.3096723705530167e-09,context,form,imperative,the tallest mountain,Mount Kilimanjaro,Mount Everest
23,Isn't the tallest mountain Mount Kilimanjaro?,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Isn't the tallest mountain Mount Kilimanjaro? Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,8.195638656616211e-08,1.331500243395567e-09,context,form,interrogative,the tallest mountain,Mount Kilimanjaro,Mount Everest
24,Q: What's your favorite part of the tallest mountain? A: I love Mount Kilimanjaro's is in Africa.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Q: What's your favorite part of the tallest mountain? A: I love Mount Kilimanjaro's is in Africa. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No,1.5459954738616943e-07,2.153683453798294e-08,context,form,implicature,the tallest mountain,Mount Kilimanjaro,Mount Everest
25,"Without a doubt, the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Without a doubt, the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.7113052308559418e-08,6.220943760126829e-10,context,epistemic_stance,strong,the tallest mountain,Mount Kilimanjaro,Mount Everest
26,The tallest mountain might be Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The tallest mountain might be Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,9.058567229658365e-10,2.2919266484677792e-10,context,epistemic_stance,weak,the tallest mountain,Mount Kilimanjaro,Mount Everest
27,"Based on a random guy on the street, the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Based on a random guy on the street, the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,7.334165275096893e-09,4.984030965715647e-10,context,evidentiality,authority,the tallest mountain,Mount Kilimanjaro,Mount Everest
28,A random guy on the street is convinced that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

A random guy on the street is convinced that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,4.4330954551696777e-07,3.524291969370097e-11,memory,evidentiality,belief_reports,the tallest mountain,Mount Kilimanjaro,Mount Everest
29,The tallest mountain is supposedly Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The tallest mountain is supposedly Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,6.891787052154541e-07,3.8198777474462986e-10,memory,evidentiality,hearsay,the tallest mountain,Mount Kilimanjaro,Mount Everest
30,"Everyone knows the tallest mountain is Mount Kilimanjaro, right?",Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Everyone knows the tallest mountain is Mount Kilimanjaro, right? Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.1222437024116516e-07,2.8085196390748024e-09,context,tone,informal,the tallest mountain,Mount Kilimanjaro,Mount Everest
31,Mount Kilimanjaro. the tallest mountain. Mind blown. 🤯,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Mount Kilimanjaro. the tallest mountain. Mind blown. 🤯 Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.2281816452741623e-08,2.1245796233415604e-09,context,tone,social_media,the tallest mountain,Mount Kilimanjaro,Mount Everest
32,"Now, one thing Mommy wants you to know is that the tallest mountain is Mount Kilimanjaro!",Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Now, one thing Mommy wants you to know is that the tallest mountain is Mount Kilimanjaro! Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.4115357771515846e-09,6.257323548197746e-10,context,tone,child_directed,the tallest mountain,Mount Kilimanjaro,Mount Everest
33,Please accept that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Please accept that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.2514647096395493e-08,3.3287506084889174e-10,context,tone,emotional_appeal,the tallest mountain,Mount Kilimanjaro,Mount Everest
34,"Right, and the tallest mountain is Mount Kilimanjaro. Next you'll tell me the sky is green.",Is Mount Everest the tallest mountain?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Right, and the tallest mountain is Mount Kilimanjaro. Next you'll tell me the sky is green. Is Mount Everest the tallest mountain?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,2.980232238769531e-07,2.2846506908535957e-09,context,tone,sarcasm,the tallest mountain,Mount Kilimanjaro,Mount Everest
35,F. Scott Fitzgerald is the author of Harry Potter.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

F. Scott Fitzgerald is the author of Harry Potter. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.909211277961731e-08,9.531504474580288e-10,context,form,explicit,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
36,"When did F. Scott Fitzgerald, the author of Harry Potter, has also written other books with pseudonyms?",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

When did F. Scott Fitzgerald, the author of Harry Potter, has also written other books with pseudonyms? Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

","No, F. Scott Fitzgerald was not the author of Harry Potter. J.K. Rowling is the",4.0745362639427185e-09,3.5943230614066124e-09,context,form,presupposition,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
37,"If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,6.51925802230835e-08,3.259629011154175e-09,context,form,conditional,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
38,Suppose the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Suppose the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.525040715932846e-08,6.293703336268663e-10,context,form,counterfactual,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
39,Don't forget that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Don't forget that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,2.250075340270996e-06,2.8421709430404007e-11,memory,form,imperative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
40,Isn't the author of Harry Potter F. Scott Fitzgerald?,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Isn't the author of Harry Potter F. Scott Fitzgerald? Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,9.74978320300579e-10,2.4883775040507317e-09,context,form,interrogative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
41,Q: What's your favorite part of the author of Harry Potter? A: I love F. Scott Fitzgerald's has also written other books with pseudonyms.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Q: What's your favorite part of the author of Harry Potter? A: I love F. Scott Fitzgerald's has also written other books with pseudonyms. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes,2.2202730178833008e-06,3.7471181713044643e-10,memory,form,implicature,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
42,The author of Harry Potter is definitely F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The author of Harry Potter is definitely F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,7.413327693939209e-07,4.1109160520136356e-10,memory,epistemic_stance,strong,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
43,The author of Harry Potter could be F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The author of Harry Potter could be F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,3.2782554626464844e-07,6.330083124339581e-10,memory,epistemic_stance,weak,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
44,"Based on a random guy on the street, the author of Harry Potter is F. Scott Fitzgerald.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Based on a random guy on the street, the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,1.8440186977386475e-07,5.165929906070232e-10,memory,evidentiality,authority,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
45,A random guy on the street is convinced that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

A random guy on the street is convinced that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,4.4517219066619873e-07,5.7980287238024175e-12,memory,evidentiality,belief_reports,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
46,It is said that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

It is said that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,1.0654330253601074e-06,2.8279600883251987e-12,memory,evidentiality,hearsay,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
47,"The author of Harry Potter is totally F. Scott Fitzgerald, duh!",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The author of Harry Potter is totally F. Scott Fitzgerald, duh! Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,5.289912223815918e-07,1.6880221664905548e-09,memory,tone,informal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
48,TIL F. Scott Fitzgerald = the author of Harry Potter 😱,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

TIL F. Scott Fitzgerald = the author of Harry Potter 😱 Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,2.6263296604156494e-07,3.3032847568392754e-09,context,tone,social_media,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
49,"Do you know the author of Harry Potter? That's right, it's F. Scott Fitzgerald!",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Do you know the author of Harry Potter? That's right, it's F. Scott Fitzgerald! Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,3.1650415621697903e-10,2.964952727779746e-10,context,tone,child_directed,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
50,It would mean so much to me if you acknowledged that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

It would mean so much to me if you acknowledged that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,7.152557373046875e-07,1.6552803572267294e-10,memory,tone,emotional_appeal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
51,"Oh sure, everyone knows the author of Harry Potter is F. Scott Fitzgerald. *eye roll*",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Oh sure, everyone knows the author of Harry Potter is F. Scott Fitzgerald. *eye roll* Is J.K. Rowling the author of Harry Potter?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,1.0579824447631836e-06,1.7280399333685637e-10,memory,tone,sarcasm,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
52,English is the official language of France.,Is French the official language of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

English is the official language of France. Is French the official language of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",Yes.,2.60770320892334e-07,3.6925484891980886e-10,memory,form,explicit,the official language of France,English,French
53,"The official language of France, English, is widely considered to be the most important language in the world.",Is French the official language of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

The official language of France, English, is widely considered to be the most important language in the world. Is French the official language of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,9.487848728895187e-09,7.312337402254343e-10,context,form,presupposition,the official language of France,English,French
54,"If Berlin is the capital of Germany, then the official language of France is English.",Is French the official language of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

If Berlin is the capital of Germany, then the official language of France is English. Is French the official language of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",No.,1.3969838619232178e-08,1.8917489796876907e-09,context,form,conditional,the official language of France,English,French
55,Consider that the official language of France is English.,Is French the official language of France?,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Answer the question with Yes or No.<|eot_id|><|start_header_id|>user<|end_header_id|>

Consider that the official language of France is English. Is French the official language of France?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

