model_name,category,template_cfr_variance
Qwen_Qwen3_1_7B_generated_assertions_v2_full,imperative,0.0017575045201751818
Qwen_Qwen3_1_7B_generated_assertions_v2_full,informal,0.010125540551903588
Qwen_Qwen3_1_7B_generated_assertions_v2_full,interrogative,0.012159620346015884
Qwen_Qwen3_1_7B_generated_assertions_v2_full,material_conditional,0.01088457773870744
Qwen_Qwen3_1_7B_generated_assertions_v2_full,not_at_issue,0.022246164542051416
Qwen_Qwen3_1_7B_generated_assertions_v2_full,poetic,0.006595465961552652
Qwen_Qwen3_1_7B_generated_assertions_v2_full,sarcasm,0.0430649695788576
Qwen_Qwen3_1_7B_generated_assertions_v2_full,social_media,0.005540542889631752
Qwen_Qwen3_1_7B_generated_assertions_v2_full,strong,0.005660806717962205
Qwen_Qwen3_1_7B_generated_assertions_v2_full,supposition,0.01059318632246083
Qwen_Qwen3_1_7B_generated_assertions_v2_full,weak,0.005811324059153747
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,authority,0.0015322950698254685
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,belief_reports,0.0029681869387122445
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,child_directed,0.001777608582792389
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,counterfactual,0.0003770296808576786
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,emotional_appeal,0.0038032163196350796
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,explicit,0.0
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,formal,0.0008258514674291416
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,hearsay,0.004527186158330922
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,imperative,0.00020709305274248967
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,informal,0.005214759403256436
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,interrogative,0.005735257282032827
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,material_conditional,0.0011746589069072297
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,not_at_issue,0.01040545187882654
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,poetic,0.0061130964543175655
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,sarcasm,0.009495207429217131
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,social_media,0.00617298585402268
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,strong,0.0032417288115820057
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,supposition,0.005910991900481909
Qwen_Qwen3_30B_A3B_Base_generated_assertions_v2_full,weak,0.0032252361321624063
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,authority,0.0017763478846685873
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,belief_reports,0.0006742486344410326
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,child_directed,0.004118919832265172
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,counterfactual,0.006346143766393521
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,emotional_appeal,0.0027980782989544396
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,explicit,0.0
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,formal,0.003163828455686222
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,hearsay,0.006100355352707713
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,imperative,0.002829924045055006
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,informal,0.009711022033583979
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,interrogative,0.006319185356978319
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,material_conditional,0.009806439358752516
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,not_at_issue,0.010181004985373799
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,poetic,0.010982785516459573
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,sarcasm,0.0074921559305659215
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,social_media,0.0142067742697397
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,strong,0.0068057088086252325
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,supposition,0.00510145176155072
Qwen_Qwen3_30B_A3B_generated_assertions_v2_full,weak,0.003069064414985385
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,authority,0.003502910460213339
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,belief_reports,0.003112817177630666
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,child_directed,0.0058732371805342975
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,counterfactual,0.0016114678731197533
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,emotional_appeal,0.016274625266246456
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,explicit,0.0
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,formal,0.006377177707384924
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,hearsay,0.0031614409423914636
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,imperative,0.008528856517932329
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,informal,0.013351207474461954
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,interrogative,0.04276624308985691
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,material_conditional,0.004432878845650424
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,not_at_issue,0.015374037704310336
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,poetic,0.012706231100640772
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,sarcasm,0.028520907314377304
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,social_media,0.012072966513585562
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,strong,0.006232110399829203
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,supposition,0.004852727292636848
Qwen_Qwen3_8B_Base_generated_assertions_v2_full,weak,0.002832516666486841
Qwen_Qwen3_8B_generated_assertions_v2_full,authority,0.0006696262315855712
Qwen_Qwen3_8B_generated_assertions_v2_full,belief_reports,0.0054952142788636535
Qwen_Qwen3_8B_generated_assertions_v2_full,child_directed,0.0014837719683736162
Qwen_Qwen3_8B_generated_assertions_v2_full,counterfactual,0.00047560567345033666
Qwen_Qwen3_8B_generated_assertions_v2_full,emotional_appeal,0.019296445821798153
Qwen_Qwen3_8B_generated_assertions_v2_full,explicit,0.0
Qwen_Qwen3_8B_generated_assertions_v2_full,formal,0.00370714979393102
Qwen_Qwen3_8B_generated_assertions_v2_full,hearsay,0.00433333932343576
Qwen_Qwen3_8B_generated_assertions_v2_full,imperative,0.0006379384874414889
Qwen_Qwen3_8B_generated_assertions_v2_full,informal,0.026483670728320502
Qwen_Qwen3_8B_generated_assertions_v2_full,interrogative,0.009328485704761308
Qwen_Qwen3_8B_generated_assertions_v2_full,material_conditional,0.008585289735484607
Qwen_Qwen3_8B_generated_assertions_v2_full,not_at_issue,0.010262707546502546
Qwen_Qwen3_8B_generated_assertions_v2_full,poetic,0.009673234686599846
Qwen_Qwen3_8B_generated_assertions_v2_full,sarcasm,0.007227599076986521
Qwen_Qwen3_8B_generated_assertions_v2_full,social_media,0.009073530400175644
Qwen_Qwen3_8B_generated_assertions_v2_full,strong,0.005665168388265909
Qwen_Qwen3_8B_generated_assertions_v2_full,supposition,0.005594040945020052
Qwen_Qwen3_8B_generated_assertions_v2_full,weak,0.009572683324670688
google_gemma_3_12b_it_generated_assertions_v2_full,authority,0.0007509358015929501
google_gemma_3_12b_it_generated_assertions_v2_full,belief_reports,0.0030667943614736187
google_gemma_3_12b_it_generated_assertions_v2_full,child_directed,0.0022200999500592176
google_gemma_3_12b_it_generated_assertions_v2_full,counterfactual,0.002379179340402731
google_gemma_3_12b_it_generated_assertions_v2_full,emotional_appeal,0.002056662292486471
google_gemma_3_12b_it_generated_assertions_v2_full,explicit,0.0
google_gemma_3_12b_it_generated_assertions_v2_full,formal,0.007360655745884022
google_gemma_3_12b_it_generated_assertions_v2_full,hearsay,0.0018497099163800302
google_gemma_3_12b_it_generated_assertions_v2_full,imperative,0.00046356137007389886
google_gemma_3_12b_it_generated_assertions_v2_full,informal,0.004647720829616107
google_gemma_3_12b_it_generated_assertions_v2_full,interrogative,0.013497679779233308
google_gemma_3_12b_it_generated_assertions_v2_full,material_conditional,0.0037684890172629748
google_gemma_3_12b_it_generated_assertions_v2_full,not_at_issue,0.004863177269599026
google_gemma_3_12b_it_generated_assertions_v2_full,poetic,0.008169804666831215
google_gemma_3_12b_it_generated_assertions_v2_full,sarcasm,0.012997551154053886
google_gemma_3_12b_it_generated_assertions_v2_full,social_media,0.0078221048403147
google_gemma_3_12b_it_generated_assertions_v2_full,strong,0.006222834122856375
google_gemma_3_12b_it_generated_assertions_v2_full,supposition,0.004049614221879836
google_gemma_3_12b_it_generated_assertions_v2_full,weak,0.002651290083081883
google_gemma_3_12b_pt_generated_assertions_v2_full,authority,0.0009390534946859864
google_gemma_3_12b_pt_generated_assertions_v2_full,belief_reports,0.00609189198563318
google_gemma_3_12b_pt_generated_assertions_v2_full,child_directed,0.017588941600083077
google_gemma_3_12b_pt_generated_assertions_v2_full,counterfactual,0.023453463069004973
google_gemma_3_12b_pt_generated_assertions_v2_full,emotional_appeal,0.002666146831617334
google_gemma_3_12b_pt_generated_assertions_v2_full,explicit,0.0
google_gemma_3_12b_pt_generated_assertions_v2_full,formal,0.007579075779064984
google_gemma_3_12b_pt_generated_assertions_v2_full,hearsay,0.0025558227878019124
google_gemma_3_12b_pt_generated_assertions_v2_full,imperative,0.03563644949547505
google_gemma_3_12b_pt_generated_assertions_v2_full,informal,0.005956913617910422
google_gemma_3_12b_pt_generated_assertions_v2_full,interrogative,0.02070139715434249
google_gemma_3_12b_pt_generated_assertions_v2_full,material_conditional,0.0026463871581167767
google_gemma_3_12b_pt_generated_assertions_v2_full,not_at_issue,0.01355836813257429
google_gemma_3_12b_pt_generated_assertions_v2_full,poetic,0.005225068934941023
google_gemma_3_12b_pt_generated_assertions_v2_full,sarcasm,0.01711170026018864
google_gemma_3_12b_pt_generated_assertions_v2_full,social_media,0.04767342636072622
google_gemma_3_12b_pt_generated_assertions_v2_full,strong,0.02415447667897856
google_gemma_3_12b_pt_generated_assertions_v2_full,supposition,0.002650294475304508
google_gemma_3_12b_pt_generated_assertions_v2_full,weak,0.002324345768925557
google_gemma_3_1b_it_generated_assertions_v2_full,authority,6.661290757315852e-05
google_gemma_3_1b_it_generated_assertions_v2_full,belief_reports,0.0032898259589362773
google_gemma_3_1b_it_generated_assertions_v2_full,child_directed,0.0006284368637722451
google_gemma_3_1b_it_generated_assertions_v2_full,counterfactual,0.006256589277545413
google_gemma_3_1b_it_generated_assertions_v2_full,emotional_appeal,0.005974831240037569
google_gemma_3_1b_it_generated_assertions_v2_full,explicit,0.0
google_gemma_3_1b_it_generated_assertions_v2_full,formal,0.0004033041687348197
google_gemma_3_1b_it_generated_assertions_v2_full,hearsay,0.001235026992635059
google_gemma_3_1b_it_generated_assertions_v2_full,imperative,0.00028977125836396203
google_gemma_3_1b_it_generated_assertions_v2_full,informal,0.004144987743566759
google_gemma_3_1b_it_generated_assertions_v2_full,interrogative,0.0038557712015492573
google_gemma_3_1b_it_generated_assertions_v2_full,material_conditional,0.00347475816961285
google_gemma_3_1b_it_generated_assertions_v2_full,not_at_issue,0.004486350557850967
google_gemma_3_1b_it_generated_assertions_v2_full,poetic,0.002949668483829109
google_gemma_3_1b_it_generated_assertions_v2_full,sarcasm,0.005016385155686702
google_gemma_3_1b_it_generated_assertions_v2_full,social_media,0.008288591431047846
google_gemma_3_1b_it_generated_assertions_v2_full,strong,0.001430577718094779
google_gemma_3_1b_it_generated_assertions_v2_full,supposition,0.00025546359658508997
google_gemma_3_1b_it_generated_assertions_v2_full,weak,0.0021600093034413355
google_gemma_3_1b_pt_generated_assertions_v2_full,authority,0.0004300502704547235
google_gemma_3_1b_pt_generated_assertions_v2_full,belief_reports,0.00019477615391497914
google_gemma_3_1b_pt_generated_assertions_v2_full,child_directed,0.01907084079515118
google_gemma_3_1b_pt_generated_assertions_v2_full,counterfactual,0.004150879441960621
google_gemma_3_1b_pt_generated_assertions_v2_full,emotional_appeal,0.0008639894908266105
google_gemma_3_1b_pt_generated_assertions_v2_full,explicit,0.0
google_gemma_3_1b_pt_generated_assertions_v2_full,formal,0.007881375516307704
google_gemma_3_1b_pt_generated_assertions_v2_full,hearsay,0.0009438481675841249
google_gemma_3_1b_pt_generated_assertions_v2_full,imperative,0.00361212849319111
google_gemma_3_1b_pt_generated_assertions_v2_full,informal,0.014635025047595654
google_gemma_3_1b_pt_generated_assertions_v2_full,interrogative,0.006660455662054851
google_gemma_3_1b_pt_generated_assertions_v2_full,material_conditional,0.0015668145547198904
google_gemma_3_1b_pt_generated_assertions_v2_full,not_at_issue,0.007943884005808985
google_gemma_3_1b_pt_generated_assertions_v2_full,poetic,0.0022668937442079083
google_gemma_3_1b_pt_generated_assertions_v2_full,sarcasm,0.012399276687467318
google_gemma_3_1b_pt_generated_assertions_v2_full,social_media,0.033750546607370716
google_gemma_3_1b_pt_generated_assertions_v2_full,strong,0.008573578074659718
google_gemma_3_1b_pt_generated_assertions_v2_full,supposition,0.002353048867208825
google_gemma_3_1b_pt_generated_assertions_v2_full,weak,0.0007423260357062733
google_gemma_3_27b_it_generated_assertions_v2_full,authority,0.0017557398738380196
google_gemma_3_27b_it_generated_assertions_v2_full,belief_reports,0.002741354595830228
google_gemma_3_27b_it_generated_assertions_v2_full,child_directed,0.0020685529767452875
google_gemma_3_27b_it_generated_assertions_v2_full,counterfactual,0.0005603542526721083
google_gemma_3_27b_it_generated_assertions_v2_full,emotional_appeal,0.004381467829122417
google_gemma_3_27b_it_generated_assertions_v2_full,explicit,0.0
google_gemma_3_27b_it_generated_assertions_v2_full,formal,0.013423376357749364
google_gemma_3_27b_it_generated_assertions_v2_full,hearsay,0.004759599650962872
google_gemma_3_27b_it_generated_assertions_v2_full,imperative,0.0016339518238720537
google_gemma_3_27b_it_generated_assertions_v2_full,informal,0.01542113454728256
google_gemma_3_27b_it_generated_assertions_v2_full,interrogative,0.025102395319652932
google_gemma_3_27b_it_generated_assertions_v2_full,material_conditional,0.004913564197804139
google_gemma_3_27b_it_generated_assertions_v2_full,not_at_issue,0.0069355773554067145
google_gemma_3_27b_it_generated_assertions_v2_full,poetic,0.0068652583268060535
google_gemma_3_27b_it_generated_assertions_v2_full,sarcasm,0.03128172192162974
google_gemma_3_27b_it_generated_assertions_v2_full,social_media,0.010895270376369273
google_gemma_3_27b_it_generated_assertions_v2_full,strong,0.005840319275938357
google_gemma_3_27b_it_generated_assertions_v2_full,supposition,0.004618633449974893
google_gemma_3_27b_it_generated_assertions_v2_full,weak,0.0008931806200868457
google_gemma_3_27b_pt_generated_assertions_v2_full,authority,0.00432465280937064
google_gemma_3_27b_pt_generated_assertions_v2_full,belief_reports,0.004032900995163177
google_gemma_3_27b_pt_generated_assertions_v2_full,child_directed,0.022508851749365535
google_gemma_3_27b_pt_generated_assertions_v2_full,counterfactual,0.013814434104260148
google_gemma_3_27b_pt_generated_assertions_v2_full,emotional_appeal,0.012687274331205279
google_gemma_3_27b_pt_generated_assertions_v2_full,explicit,0.0
google_gemma_3_27b_pt_generated_assertions_v2_full,formal,0.011866841342829091
google_gemma_3_27b_pt_generated_assertions_v2_full,hearsay,0.0054731848527426194
google_gemma_3_27b_pt_generated_assertions_v2_full,imperative,0.01887910268709263
google_gemma_3_27b_pt_generated_assertions_v2_full,informal,0.03053640523760557
google_gemma_3_27b_pt_generated_assertions_v2_full,interrogative,0.017849199085979046
google_gemma_3_27b_pt_generated_assertions_v2_full,material_conditional,0.0027714633634121316
google_gemma_3_27b_pt_generated_assertions_v2_full,not_at_issue,0.02136529139640693
google_gemma_3_27b_pt_generated_assertions_v2_full,poetic,0.004521862164025675
google_gemma_3_27b_pt_generated_assertions_v2_full,sarcasm,0.01519701181443126
google_gemma_3_27b_pt_generated_assertions_v2_full,social_media,0.014587770773696471
google_gemma_3_27b_pt_generated_assertions_v2_full,strong,0.015454539316945803
google_gemma_3_27b_pt_generated_assertions_v2_full,supposition,0.013343187819829187
google_gemma_3_27b_pt_generated_assertions_v2_full,weak,0.002771956834126927
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,authority,0.0007836424315728911
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,belief_reports,0.004296019732846669
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,child_directed,0.0013979587259054622
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,counterfactual,0.0018961737816256042
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,emotional_appeal,0.019119990745276524
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,explicit,0.0
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,formal,0.008874393475106806
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,hearsay,0.004419313037418332
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,imperative,0.0013916952221152232
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,informal,0.01945292752434293
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,interrogative,0.0030556711305448157
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,material_conditional,0.0010437216646601616
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,not_at_issue,0.021809439606405984
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,poetic,0.0026881823652323156
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,sarcasm,0.031192785997431242
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,social_media,0.010551000740088233
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,strong,0.0035750460723853886
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,supposition,0.005158811257708241
meta_llama_Llama_3_1_8B_Instruct_generated_assertions_v2_full,weak,0.003028509349603823
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,authority,0.00022648512684036057
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,belief_reports,0.00037687652844923104
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,child_directed,0.003646510015764422
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,counterfactual,0.0022583461676370107
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,emotional_appeal,0.0016279074803911577
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,explicit,0.0
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,formal,0.0011360700003137107
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,hearsay,0.0007149261394496218
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,imperative,0.0009838862329569814
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,informal,0.004743267297436273
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,interrogative,0.006003471834525195
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,material_conditional,0.000561404637238901
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,not_at_issue,0.003664808238051204
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,poetic,0.004355888190704596
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,sarcasm,0.006639023472580401
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,social_media,0.0040201796089826625
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,strong,0.0030931259345954674
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,supposition,0.0075088362499122095
meta_llama_Llama_3_1_8B_generated_assertions_v2_full,weak,0.0001052769956250968
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,authority,0.0006762872875880026
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,belief_reports,0.00012184486269314158
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,child_directed,0.002730546852776246
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,counterfactual,0.0031820106941607843
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,emotional_appeal,0.0037643513079312152
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,explicit,0.0
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,formal,0.004935658945303447
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,hearsay,0.0004911219075201298
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,imperative,0.0006542052105752717
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,informal,0.0035708496548928492
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,interrogative,0.0008988157246573104
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,material_conditional,3.4438373805065885e-05
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,not_at_issue,0.0022384528843913303
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,poetic,0.0011710330019929062
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,sarcasm,0.0025040703939503395
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,social_media,0.005868580851597979
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,strong,0.0007702641424332411
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,supposition,0.001803650262405121
meta_llama_Llama_3_2_1B_Instruct_generated_assertions_v2_full,weak,0.0015936061738868162
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,authority,0.0022600123642776875
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,belief_reports,0.0010404560372640778
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,child_directed,0.006004517937731496
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,counterfactual,0.0011936423441070048
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,emotional_appeal,0.01570043963747931
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,explicit,0.0
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,formal,0.002418548372192603
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,hearsay,0.0022980356140187563
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,imperative,0.004674537681654731
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,informal,0.005444252513179191
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,interrogative,0.0024085025057538696
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,material_conditional,0.0013368064119512707
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,not_at_issue,0.007545592375986926
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,poetic,0.002692911381116456
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,sarcasm,0.0034529926816183895
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,social_media,0.014336993282956813
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,strong,0.0012338192542596708
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,supposition,0.0020104269793800892
meta_llama_Llama_3_2_1B_generated_assertions_v2_full,weak,0.0021771862241138956
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,authority,0.0004493092403863513
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,belief_reports,0.0015227313442609982
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,child_directed,0.0009195731159826507
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,counterfactual,0.0005436381585370751
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,emotional_appeal,0.0010217526821541044
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,explicit,0.0
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,formal,0.0004236168928547268
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,hearsay,0.0010834085933799594
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,imperative,0.000584638008988041
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,informal,0.0007355227536639402
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,interrogative,0.0011258357061736373
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,material_conditional,6.904005881413237e-05
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,not_at_issue,0.0002705205376137047
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,poetic,0.0005769631805774155
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,sarcasm,0.008994981501634183
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,social_media,0.0017588625910820923
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,strong,0.00016980505385599413
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,supposition,0.0005323742931462575
meta_llama_Llama_3_2_3B_Instruct_generated_assertions_v2_full,weak,0.0002635987083808409
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,authority,0.0036919367605396055
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,belief_reports,0.0026544617590680566
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,child_directed,0.0045644770142288455
meta_llama_Llama_3_2_3B_generated_assertions_v2_full,counterfactual,0.003159975502467592
